ID,title,rating,release_date,original_language,IMDb_ID,genre,plot,box_office_domestic,box_office_worldwide
965,Psycho Beach Party,5.7,2000-08-06,en,tt0206226,"Comedy, Horror, Mystery","Spoof of 1960s Beach Party/Gidget surfing movies mixed with slasher horror films. Florence Forrest, a not-so-innocent girl in 1960s Malibu, becomes ""Chicklet"", the first girl surfer at Malibu Beach. Only Florence suffers from dissociative identity disorder and, occasionally, her alter ego ""Ann Bowman"", a sexually aggressive, foul-speaking girl, comes out, during which time several beach goers are found murdered. The suspects include Chicklet herself, surfer Kanaka, exchange student Lars, and even Chicklet's own mother.","$268,117",268117
966,Riding the Bullet,5.062,2004-10-15,en,tt0355954,"Horror, Thriller","A young man hitchhiking back home to visit his mother is picked up by a mysterious stranger. As the ride goes on, the young man uncovers a terrible secret about the stranger, and is given a choice by the stranger. A choice that can mean life or death.","$134,711",264505
967,May,6.591,2003-04-11,en,tt0303361,"Drama, Horror","When May was a child, she was a lonely girl with a lazy eye and without any friends except a strange, homemade doll kept in a glass case given by her mother on her birthday. May becomes a lonely, weird young woman, working in an animal hospital and assisting the veterinarian in surgeries and sewing operated animals most of the time. Her lesbian colleague Polly has a sort of attraction for her. When the shy May meets the mechanic Adam Stubbs, she loves his hands and has a crush on him. They date, but the bizarre behavior of May one night pushes Adam away from her. Alone, May has a brief affair with Polly, but she feels rejected again when her colleague meets Ambrosia. When her doll is accidentally broken, the deranged May decides to build a friend for her, using the best parts her acquaintances can offer.","$150,277",264349
968,Wyrmwood: Apocalypse,5.803,2022-02-10,en,tt14858054,"Action, Comedy, Horror","In a zombie-infested Australian wasteland, soldier Rhys has dedicated his life to tracking and capturing survivors for the Surgeon General in hopes of finding a cure.",,263293
969,Subservience,6.632,2024-08-15,en,tt24871974,"Sci-Fi, Thriller","A struggling father purchases a domestic SIM to help care for his family, unaware she will gain self-awareness.",,262793
970,The Offering,5.2,2016-05-06,en,tt3894404,"Drama, Horror, Mystery","When young and successful reporter Jamie finds out that her sister has died in mysterious circumstances, she travels to Singapore to uncover the truth. There, she discovers multiple deaths linked to her sister's and must join forces with her sister's husband in order to defeat a demonic entity that is using new technology to complete an ancient mission.",,261895
971,Dark Touch,5.103,2013-09-27,en,tt2328549,Horror,"In a remote town in Ireland, eleven-year-old Niamh finds herself the sole survivor of a bloody massacre that killed her parents and younger brother. Suspecting a gang of homicidal vandals, the police ignore Niamh's explanation that the house is the culprit. To help ease her trauma, dutiful neighbors Nat and Lucas take her in with the supervision of a social worker. Niamh has trouble finding peace with the wholesome and nurturing couple, and horrific danger continues to manifest.",,256979
972,Resident Evil: Vendetta,6.9,2017-05-27,ja,tt5776208,"Animation, Action, Adventure","The saga of Resident Evil continues in Vendetta, and Chris Redfield, Leon Kennedy and Rebecca Chambers must unite to save America from a threat as dire as The Umbrella Corporation: a virus that can be triggered by simply being inhaled. The biological warfare of Resident Evil rages on, and only Raccoon City's finest can stop it from destroying the world.",,256320
973,The 100 Candles Game,5.664,2020-11-13,en,tt12739994,Horror,"A group of friends must confront their fears in a terrifying game. They must sit by the other players in a circle made of a hundred candles, take one of them and tell a horror story. As stories are told and candles blown out, strange events will start to happen. They will feel strange presences around them, lurking in the shadows. But they MUST NOT leave the game or else a terrible curse will fall upon them.",,252494
974,The Human Centipede (First Sequence),5.187,2009-10-31,en,tt1467304,Horror,"Two pretty but ditsy American girls are on a road trip through Europe. In Germany, they end up alone at night with a broken car in the woods. They search for help and find an isolated villa. The next day, they awaken to find themselves trapped in a terrifying makeshift basement hospital along with a Japanese man. An older German man identifies himself as a retired surgeon specialized in separating Siamese twins. However, his three ""patients"" are not about to be separated but joined together in a horrific operation. He plans to be the first person to connect people via their gastric systems. By doing so, he plans to bring to life his sick lifetime fantasy, the human centipede.","$181,467",252207
975,Dominion: Prequel to The Exorcist,5.348,2005-05-20,en,tt0449086,"Drama, Horror, Thriller","Lankester Merrin is a archaeologist by profession but an ordained Roman Catholic priest who has lost his faith and abandoned his vocation. He is haunted by what he was forced to do in his native Holland during World War II. The church he's excavated in Northern Kenyan dates to the Byzantine period but this puts its construction hundreds of years before Christianity was introduced to the area. the church was buried to the rooftop in sand and as its structure is exposed, a madness slowly descends on the camp. the local tribesmen are prepared to go to war and demand that the church be buried. Soon, two British soldiers are found dead and their commanding officer, Major Granville, shoots a innocent civilian in cold blood. As fear descends upon everyone in the camp, it becomes apparent that a young disabled boy, Cheche, is possessed by the devil forcing Merrin to re-examine his own beliefs.","$251,495",251495
976,Wake Up,6.8,2024-05-08,en,tt28662887,"Action, Horror","In an attempt to draw attention to the environmental crisis, young activists decide to invade and vandalize a furniture store. The protest quickly turns into a massacre when they find themselves trapped with a hunting-obsessed nig...",,251071
977,The Signal,5.925,2007-07-13,en,tt0780607,"Horror, Sci-Fi, Thriller","A horror film told in three parts, from three perspectives, in which a mysterious transmission that turns people into killers invades every cell phone, radio, and television.","$251,150",249905
978,Guilty of Romance,6.913,2011-09-30,ja,tt1743724,"Drama, Horror, Romance","A grisly murder occurs in Maruyama-cho, Shibuya, Tokyo - a love hotel district - a woman was found dead in a derelict apartment. Kazuko (Miki Mizuno) is a police officer called to investigate on this case, she will discover the story of two women who, despite appearing respectable on the outside have all manner of darkness hidden away.",,246091
979,The Wolf of Snow Hollow,6.058,2020-10-23,en,tt11140488,"Comedy, Horror, Mystery","Terror grips a small mountain town as bodies are discovered after each full moon. Losing sleep, raising a teenage daughter, and caring for his ailing father, officer Marshall struggles to remind himself there's no such thing as werewolves.","$185,026",239828
980,The Love Witch,6.431,2016-11-11,en,tt3908142,"Comedy, Horror, Romance","Elaine, a beautiful young witch, is determined to find a man to love her. In her gothic Victorian apartment she makes spells and potions, and then picks up men and seduces them. However her spells work too well, and she ends up with a string of hapless victims. When she finally meets the man of her dreams, her desperation to be loved will drive her to the brink of insanity and murder. With a visual style that pays tribute to Technicolor thrillers of the 1970s, THE LOVE WITCH explores female fantasy and the repercussions of pathological narcissism.","$228,894",228894
